81,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 1, 'link': 'https://blog.naver.com/daye3699/223583217810', 'chunk_index': 6}"
82,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 1, 'link': 'https://blog.naver.com/daye3699/223583217810', 'chunk_index': 7}"
83,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 1, 'link': 'https://blog.naver.com/daye3699/223583217810', 'chunk_index': 8}"
84,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 1, 'link': 'https://blog.naver.com/daye3699/223583217810', 'chunk_index': 9}"
85,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 1, 'link': 'https://blog.naver.com/daye3699/223583217810', 'chunk_index': 10}"
86,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 1, 'link': 'https://blog.naver.com/daye3699/223583217810', 'chunk_index': 11}"
87,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 1, 'link': 'https://blog.naver.com/daye3699/223583217810', 'chunk_index': 12}"
88,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 1, 'link': 'https://blog.naver.com/daye3699/223583217810', 'chunk_index': 13}"
89,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 1, 'link': 'https://blog.naver.com/daye3699/223583217810', 'chunk_index': 14}"
90,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 1, 'link': 'https://blog.naver.com/daye3699/223583217810', 'chunk_index': 15}"
91,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 1, 'link': 'https://blog.naver.com/daye3699/223583217810', 'chunk_index': 16}"
92,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 1, 'link': 'https://blog.naver.com/daye3699/223583217810', 'chunk_index': 17}"
93,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 1, 'link': 'https://blog.naver.com/daye3699/223583217810', 'chunk_index': 18}"
94,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 1, 'link': 'https://blog.naver.com/daye3699/223583217810', 'chunk_index': 19}"
95,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 1, 'link': 'https://blog.naver.com/daye3699/223583217810', 'chunk_index': 20}"
96,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 1, 'link': 'https://blog.naver.com/daye3699/223583217810', 'chunk_index': 21}"
97,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 1, 'link': 'https://blog.naver.com/daye3699/223583217810', 'chunk_index': 22}"
98,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 1, 'link': 'https://blog.naver.com/daye3699/223583217810', 'chunk_index': 23}"
99,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 1, 'link': 'https://blog.naver.com/daye3699/223583217810', 'chunk_index': 24}"
100,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 1, 'link': 'https://blog.naver.com/daye3699/223583217810', 'chunk_index': 25}"
101,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 1, 'link': 'https://blog.naver.com/daye3699/223583217810', 'chunk_index': 26}"
102,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 1, 'link': 'https://blog.naver.com/daye3699/223583217810', 'chunk_index': 27}"
103,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 1, 'link': 'https://blog.naver.com/daye3699/223583217810', 'chunk_index': 28}"
104,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 1, 'link': 'https://blog.naver.com/daye3699/223583217810', 'chunk_index': 29}"
105,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 1, 'link': 'https://blog.naver.com/daye3699/223583217810', 'chunk_index': 30}"
106,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 1, 'link': 'https://blog.naver.com/daye3699/223583217810', 'chunk_index': 31}"
107,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 1, 'link': 'https://blog.naver.com/daye3699/223583217810', 'chunk_index': 32}"
108,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 1, 'link': 'https://blog.naver.com/daye3699/223583217810', 'chunk_index': 33}"
109,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 1, 'link': 'https://blog.naver.com/daye3699/223583217810', 'chunk_index': 34}"
110,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 1, 'link': 'https://blog.naver.com/daye3699/223583217810', 'chunk_index': 35}"
111,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 1, 'link': 'https://blog.naver.com/daye3699/223583217810', 'chunk_index': 36}"
112,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 1, 'link': 'https://blog.naver.com/daye3699/223583217810', 'chunk_index': 37}"
113,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 2, 'link': 'https://blog.naver.com/yulia2250/223608601269', 'chunk_index': 0}"
114,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 2, 'link': 'https://blog.naver.com/yulia2250/223608601269', 'chunk_index': 1}"
115,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 2, 'link': 'https://blog.naver.com/yulia2250/223608601269', 'chunk_index': 2}"
116,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 2, 'link': 'https://blog.naver.com/yulia2250/223608601269', 'chunk_index': 3}"
117,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 2, 'link': 'https://blog.naver.com/yulia2250/223608601269', 'chunk_index': 4}"
118,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 2, 'link': 'https://blog.naver.com/yulia2250/223608601269', 'chunk_index': 5}"
119,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 2, 'link': 'https://blog.naver.com/yulia2250/223608601269', 'chunk_index': 6}"
120,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 2, 'link': 'https://blog.naver.com/yulia2250/223608601269', 'chunk_index': 7}"
121,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 2, 'link': 'https://blog.naver.com/yulia2250/223608601269', 'chunk_index': 8}"
122,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 2, 'link': 'https://blog.naver.com/yulia2250/223608601269', 'chunk_index': 9}"
123,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 2, 'link': 'https://blog.naver.com/yulia2250/223608601269', 'chunk_index': 10}"
124,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 2, 'link': 'https://blog.naver.com/yulia2250/223608601269', 'chunk_index': 11}"
125,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 2, 'link': 'https://blog.naver.com/yulia2250/223608601269', 'chunk_index': 12}"
126,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 2, 'link': 'https://blog.naver.com/yulia2250/223608601269', 'chunk_index': 13}"
127,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 2, 'link': 'https://blog.naver.com/yulia2250/223608601269', 'chunk_index': 14}"
128,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 2, 'link': 'https://blog.naver.com/yulia2250/223608601269', 'chunk_index': 15}"
129,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 2, 'link': 'https://blog.naver.com/yulia2250/223608601269', 'chunk_index': 16}"
130,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 2, 'link': 'https://blog.naver.com/yulia2250/223608601269', 'chunk_index': 17}"
131,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 2, 'link': 'https://blog.naver.com/yulia2250/223608601269', 'chunk_index': 18}"
132,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 2, 'link': 'https://blog.naver.com/yulia2250/223608601269', 'chunk_index': 19}"
133,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 2, 'link': 'https://blog.naver.com/yulia2250/223608601269', 'chunk_index': 20}"
134,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 2, 'link': 'https://blog.naver.com/yulia2250/223608601269', 'chunk_index': 21}"
135,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 2, 'link': 'https://blog.naver.com/yulia2250/223608601269', 'chunk_index': 22}"
136,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 2, 'link': 'https://blog.naver.com/yulia2250/223608601269', 'chunk_index': 23}"
137,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 2, 'link': 'https://blog.naver.com/yulia2250/223608601269', 'chunk_index': 24}"
138,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 2, 'link': 'https://blog.naver.com/yulia2250/223608601269', 'chunk_index': 25}"
139,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 2, 'link': 'https://blog.naver.com/yulia2250/223608601269', 'chunk_index': 26}"
140,"{'data_id': 0, 'name': '강남역파스타본점', 'address': '서초구 서초동 1307 4번지', 'content_type': 'naver_blog', 'blog_index': 2, 'link': 'https://blog.naver.com/yulia2250/223608601269', 'chunk_index': 27}"
